Date,Snow_depth_cm,accumulation,melt,
9/30/2017,0,,,
10/1/2017,0,,,
10/2/2017,2.5,,,
10/3/2017,0,,,
10/4/2017,0,,,
10/5/2017,0,,,
10/6/2017,0,,,
10/7/2017,0,,,
10/8/2017,0,,,
10/9/2017,10.2,,,
10/10/2017,12.7,,,
10/11/2017,2.5,,,
10/12/2017,0,,,
10/13/2017,0,,,
10/14/2017,0,,,
10/15/2017,0,,,
10/16/2017,0,,,
10/17/2017,0,,,
10/18/2017,0,,,
10/19/2017,0,,,
10/20/2017,0,,,
10/21/2017,0,,,
10/22/2017,0,,,
10/23/2017,0,,,
10/24/2017,0,,,
10/25/2017,0,,,
10/26/2017,0,,,
10/27/2017,2.5,,,
10/28/2017,0,,,
10/29/2017,0,,,
10/30/2017,1,accumulation,melt,
10/31/2017,2.5,accumulation,melt,
11/1/2017,0,,,
11/2/2017,0,,,
11/3/2017,0,,,
11/4/2017,0,,,
11/5/2017,5,accumulation,melt,
11/6/2017,0,,melt,
11/7/2017,15,accumulation,,
11/8/2017,10,,melt,
11/9/2017,5,,melt,
11/10/2017,5,,melt,
11/11/2017,2.5,,,
11/12/2017,2.5,,,
11/13/2017,2.5,,melt,
11/14/2017,0,,,
11/15/2017,0,,,
11/16/2017,0,,,
11/17/2017,1,accumulation,,
11/18/2017,2.5,accumulation,melt,
11/19/2017,0,,melt,
11/20/2017,0,,,
11/21/2017,1,accumulation,melt,
11/22/2017,0,,,
11/23/2017,0,,,
11/24/2017,0,,,
11/25/2017,0,,,
11/26/2017,0,,,
11/27/2017,0,,,
11/28/2017,0,,,
11/29/2017,0,,,
11/30/2017,0,,,
12/1/2017,0,,,
12/2/2017,0,,,
12/3/2017,0,,,
12/4/2017,1,accumulation,melt,
12/5/2017,0,,melt,
12/6/2017,0,,,
12/7/2017,0,,,
12/8/2017,0,,,
12/9/2017,0,,,
12/10/2017,0,,,
12/11/2017,0,,,
12/12/2017,0,,,
12/13/2017,0,,,
12/14/2017,5,accumulation,,
12/15/2017,2.5,,melt,
12/16/2017,0,,melt,
12/17/2017,0,,,
12/18/2017,0,,melt,
12/19/2017,0,,,
12/20/2017,0,,,
12/21/2017,5,accumulation,,
12/22/2017,10,accumulation,,
12/23/2017,10,,,
12/24/2017,7.5,,,
12/25/2017,5,,,
12/26/2017,5,,,
12/27/2017,5,,,
12/28/2017,5,,,
12/29/2017,5,,,
12/30/2017,2.5,,melt,
12/31/2017,2.5,,,
1/1/2018,2.5,,,
1/2/2018,2.5,,,
1/3/2018,2.5,,melt,
1/4/2018,1,,,
1/5/2018,1,,,
1/6/2018,1,,melt,
1/7/2018,1,,,
1/8/2018,1,,,
1/9/2018,1,,melt,
1/10/2018,1,accumulation,melt,
1/11/2018,1,,,
1/12/2018,1,,,
1/13/2018,1,,,
1/14/2018,0.5,,,
1/15/2018,0.5,,,
1/16/2018,1,,,
1/17/2018,0.5,,,
1/18/2018,1,accumulation,melt,
1/19/2018,0.5,,,
1/20/2018,2.5,accumulation,,
1/21/2018,1,,,
1/22/2018,1,,,
1/23/2018,0.5,,,
1/24/2018,0,,,
1/25/2018,2.5,,,
1/26/2018,0.5,,,
1/27/2018,1,accumulation,,
1/28/2018,1,,,
1/29/2018,0.5,,,
1/30/2018,0.5,,,
1/31/2018,0.5,,,
2/1/2018,0,,,
2/2/2018,0,,,
2/3/2018,7.5,,,
2/4/2018,7.5,,,
2/5/2018,5,,,
3/16/2018,0,,,
3/17/2018,2.5,,,
3/18/2018,2.5,,,
3/19/2018,2.5,,,
3/20/2018,2.5,,,
3/21/2018,2.5,,,
3/22/2018,0,,,
3/23/2018,0,,,
3/24/2018,0,,,
3/25/2018,0,,,
3/26/2018,0,,,
3/27/2018,15.2,,,
3/28/2018,10.2,,,
3/29/2018,7.6,,,
3/30/2018,7.6,,,
3/31/2018,5.1,,,
4/1/2018,0,,,
4/2/2018,0,,,
4/3/2018,0,,,
4/4/2018,0,,,
4/5/2018,0,,,
4/6/2018,0,,,
4/7/2018,12.7,,,
4/8/2018,10.2,,,
4/9/2018,0,,,
4/10/2018,0,,,
4/11/2018,0,,,
4/12/2018,0,,,
4/13/2018,0,,,
4/14/2018,0,,,
4/15/2018,0,,,
4/16/2018,0,,,
4/17/2018,0,,,
4/18/2018,0,,,
4/19/2018,0,,,
4/20/2018,0,,,
4/21/2018,0,,,
4/22/2018,0,,,
4/23/2018,0,,,
4/24/2018,0,,,
4/25/2018,2.5,,,
4/26/2018,0,,,
4/27/2018,0,,,
4/28/2018,0,,,
4/29/2018,0,,,
4/30/2018,0,,,
5/1/2018,0,,,
5/2/2018,0,,,
5/3/2018,5,,,
5/4/2018,0,,,
5/5/2018,0,,,
5/6/2018,0,,,
5/7/2018,0,,,
5/8/2018,0,,,
5/9/2018,0,,,
5/10/2018,0,,,
5/11/2018,0,,,
5/12/2018,0,,,
5/13/2018,0,,,
5/14/2018,0,,,
5/15/2018,0,,,
5/16/2018,0,,,
5/17/2018,0,,,
5/18/2018,0,,,
5/19/2018,0,,,
5/20/2018,0,,,
5/21/2018,0,,,
5/22/2018,0,,,
5/23/2018,0,,,
5/24/2018,0,,,
5/25/2018,0,,,
5/26/2018,0,,,
5/27/2018,0,,,
5/28/2018,0,,,
5/29/2018,0,,,
5/30/2018,0,,,
5/31/2018,0,,,
6/1/2018,0,,,
6/2/2018,0,,,
6/3/2018,0,,,
6/4/2018,0,,,
6/5/2018,0,,,
6/6/2018,0,,,
6/7/2018,0,,,
6/8/2018,0,,,
6/9/2018,0,,,
6/10/2018,0,,,
6/11/2018,0,,,
6/12/2018,0,,,
6/13/2018,0,,,
6/14/2018,0,,,
6/15/2018,0,,,
6/16/2018,0,,,
6/17/2018,0,,,
6/18/2018,0,,,
6/19/2018,0,,,
6/20/2018,0,,,
6/21/2018,0,,,
6/22/2018,0,,,
6/23/2018,0,,,
6/24/2018,0,,,
6/25/2018,0,,,
6/26/2018,0,,,
6/27/2018,0,,,
6/28/2018,0,,,
6/29/2018,0,,,
6/30/2018,0,,,
7/1/2018,0,,,
7/2/2018,0,,,
7/3/2018,0,,,
7/4/2018,0,,,
7/5/2018,0,,,
7/6/2018,0,,,
7/7/2018,0,,,
7/8/2018,0,,,
7/9/2018,0,,,
7/10/2018,0,,,
7/11/2018,0,,,
7/12/2018,0,,,
7/13/2018,0,,,
7/14/2018,0,,,
7/15/2018,0,,,
7/16/2018,0,,,
7/17/2018,0,,,
7/18/2018,0,,,
7/19/2018,0,,,
7/20/2018,0,,,
7/21/2018,0,,,
7/22/2018,0,,,
7/23/2018,0,,,
7/24/2018,0,,,
7/25/2018,0,,,
7/26/2018,0,,,
7/27/2018,0,,,
7/28/2018,0,,,
7/29/2018,0,,,
7/30/2018,0,,,
7/31/2018,0,,,
8/1/2018,0,,,
8/2/2018,0,,,
8/3/2018,0,,,
8/4/2018,0,,,
8/5/2018,0,,,
8/6/2018,0,,,
8/7/2018,0,,,
8/8/2018,0,,,
8/9/2018,0,,,
8/10/2018,0,,,
8/11/2018,0,,,
8/12/2018,0,,,
8/13/2018,0,,,
8/14/2018,0,,,
8/15/2018,0,,,
8/16/2018,0,,,
8/17/2018,0,,,
8/18/2018,0,,,
8/19/2018,0,,,
8/20/2018,0,,,
8/21/2018,0,,,
8/22/2018,0,,,
8/23/2018,0,,,
8/24/2018,0,,,
8/25/2018,0,,,
8/26/2018,0,,,
8/27/2018,0,,,
9/25/2018,0,,,
9/26/2018,0,,,
9/27/2018,0,,,
9/28/2018,0,,,
9/29/2018,0,,,
9/30/2018,0,,,
10/1/2018,0,,,
10/2/2018,0,,,
10/3/2018,0,,,
10/4/2018,0,,,
10/5/2018,0,,,
10/6/2018,0,,,
10/7/2018,0,,,
10/8/2018,1,accumulation,melt,
10/9/2018,5,accumulation,melt,
10/10/2018,7.5,accumulation,,
10/11/2018,5,,melt,
10/12/2018,7.5,accumulation,melt,
10/13/2018,0,,melt,
10/14/2018,20,accumulation,,
10/15/2018,20,,melt,
10/16/2018,1,,melt,
10/17/2018,0,,,
10/18/2018,0,,,
10/19/2018,0,,,
10/20/2018,0,,,
10/21/2018,0,,,
10/22/2018,0,,,
10/23/2018,0,,,
10/24/2018,0,,,
10/25/2018,0,,,
10/26/2018,0,,,
10/27/2018,0,,,
10/28/2018,0,,,
10/29/2018,0,,,
10/30/2018,10,accumulation,,
10/31/2018,15,accumulation,melt,
11/1/2018,1,,melt,
11/2/2018,1,,melt,
11/3/2018,5,accumulation,melt,
11/4/2018,2.5,,,
11/5/2018,5,accumulation,melt,
11/6/2018,5,accumulation,melt,
11/7/2018,2.5,,,
11/8/2018,2.5,,,
11/9/2018,2.5,,,
11/10/2018,2.5,,,
11/11/2018,12.5,accumulation,,
11/12/2018,20,,,
11/13/2018,5,,melt,
11/14/2018,5,,melt,
11/15/2018,5,,,
11/16/2018,5,,,
11/17/2018,7,accumulation,,
11/18/2018,10,,melt,26
11/19/2018,5,,melt,27
11/20/2018,5,,melt,
11/21/2018,5,,,
11/22/2018,2.5,,,
11/23/2018,5,accumulation,melt,
11/24/2018,5,accumulation,,
11/25/2018,5,,,
11/26/2018,5,,melt,
11/27/2018,5,,,
11/28/2018,5,,melt,
11/29/2018,5,accumulation,melt,
11/30/2018,5,accumulation,melt,
12/1/2018,2.5,,,
12/2/2018,2.5,,,
12/3/2018,2.5,accumulation,melt,
12/4/2018,2.5,,,
12/5/2018,2.5,,,
12/6/2018,5,accumulation,,
12/7/2018,5,,melt,
12/8/2018,2.5,,,
12/9/2018,2.5,,,
12/10/2018,2.5,,,
12/11/2018,2.5,,,
12/12/2018,2.5,,,
12/13/2018,2.5,,,
12/14/2018,2.5,,,
12/15/2018,2.5,,,
12/16/2018,2.5,,,
12/17/2018,2.5,,,
12/18/2018,2.5,,,
12/19/2018,15,accumulation,,25
12/20/2018,10,,melt,
12/21/2018,5,,,
12/22/2018,5,,,
12/23/2018,5,,,
12/24/2018,5,,,
12/25/2018,5,,,
11/10/2019,0,,,
11/11/2019,2.5,accumulation,melt,
11/12/2019,0,,,
11/13/2019,0,,,
11/14/2019,0,,,
11/15/2019,0,,,
11/16/2019,0.5,accumulation,,
11/17/2019,0,,melt,
11/18/2019,0,,,
11/19/2019,0,,,
11/20/2019,5,accumulation,,
11/21/2019,5,,,
11/22/2019,5,,melt,
11/23/2019,2.5,,melt,
11/24/2019,2.5,,melt,
11/25/2019,10,accumulation,,
11/26/2019,35,accumulation,,21
11/27/2019,35,,,
11/28/2019,30,,,
11/29/2019,20,,,24
11/30/2019,15,,,25
12/1/2019,15,,,
12/2/2019,10,,,
12/3/2019,10,,,
12/4/2019,10,,,
12/5/2019,10,,,
12/6/2019,10,,,
12/7/2019,10,,,
12/8/2019,10,,,
12/9/2019,10,,,
12/10/2019,10,,,
12/11/2019,10,,,
12/12/2019,10,,,
12/13/2019,10,,,
12/14/2019,15,accumulation,,
12/15/2019,15,,,
12/16/2019,15,,,
12/17/2019,15,,,
12/18/2019,15,,,
12/19/2019,15,,,
12/20/2019,15,,,
12/21/2019,15,,,
12/22/2019,15,,,
12/23/2019,10,,,
12/24/2019,10,,,
12/25/2019,10,,,
12/26/2019,10,,,
12/27/2019,10,,,
12/28/2019,25,accumulation,,
12/29/2019,25,,,
12/30/2019,15,,,
12/31/2019,15,,,
1/1/2020,15,,,
1/2/2020,15,,,
1/3/2020,15,,,
1/4/2020,15,,,
1/5/2020,15,,,
1/6/2020,15,,,
1/7/2020,10,,,
1/8/2020,10,,,
1/9/2020,10,,,
1/10/2020,10,,,
1/11/2020,10,,,
1/12/2020,10,,,
1/13/2020,10,,,
1/14/2020,10,,,
1/15/2020,10,,,
1/16/2020,10,,,
1/17/2020,10,,,
1/18/2020,10,,,
1/19/2020,10,,,
1/20/2020,10,,,
1/21/2020,10,,,
1/22/2020,10,,,
1/23/2020,10,,,
1/24/2020,10,,,
1/25/2020,10,,,
1/26/2020,10,,,
1/27/2020,10,,,
1/28/2020,10,,,
1/29/2020,10,,,
1/30/2020,10,,,
1/31/2020,10,,,
2/1/2020,10,,,
2/2/2020,5,,melt,
2/3/2020,10,,,
2/4/2020,20,accumulation,,
2/5/2020,15,,melt,
2/6/2020,10,,,
2/7/2020,15,accumulation,,
2/8/2020,20,,melt,
2/9/2020,25,accumulation,,
2/10/2020,25,accumulation,,
2/11/2020,35,,,
2/12/2020,30,,,
2/13/2020,25,,,
2/14/2020,25,,,23
2/15/2020,20,,,24
2/16/2020,20,,,
2/17/2020,25,,,
2/18/2020,25,,,
2/19/2020,20,,,
2/20/2020,25,,,
2/21/2020,20,,,
2/22/2020,20,,,
2/23/2020,20,,,
2/24/2020,25,,,
2/25/2020,25,,,
2/26/2020,25,,,
2/27/2020,25,,,
2/28/2020,20,,,
2/29/2020,20,,,
3/1/2020,20,,,
3/2/2020,20,,,
3/3/2020,20,,,
3/4/2020,20,,,
3/5/2020,20,,,
3/6/2020,20,,,
3/7/2020,20,,melt,
3/8/2020,15,,melt,
3/9/2020,15,,melt,
data gap,,,,
6/20/2020,0,,,
6/21/2020,0,,,
6/22/2020,0,,,
6/23/2020,0,,,
6/24/2020,0,,,
6/25/2020,0,,,
6/26/2020,0,,,
6/27/2020,0,,,
6/28/2020,0,,,
6/29/2020,0,,,
6/30/2020,0,,,
7/1/2020,0,,,
7/2/2020,0,,,
7/3/2020,0,,,
7/4/2020,0,,,
7/5/2020,0,,,
7/6/2020,0,,,
7/7/2020,0,,,
7/8/2020,0,,,
7/9/2020,0,,,
7/10/2020,0,,,
7/11/2020,0,,,
7/12/2020,0,,,
7/13/2020,0,,,
7/14/2020,0,,,
7/15/2020,0,,,
7/16/2020,0,,,
7/17/2020,0,,,
7/18/2020,0,,,
7/19/2020,0,,,
7/20/2020,0,,,
7/21/2020,0,,,
7/22/2020,0,,,
7/23/2020,0,,,
7/24/2020,0,,,
7/25/2020,0,,,
7/26/2020,0,,,
7/27/2020,0,,,
7/28/2020,0,,,
7/29/2020,0,,,
7/30/2020,0,,,
7/31/2020,0,,,
8/1/2020,0,,,
8/2/2020,0,,,
8/3/2020,0,,,
8/4/2020,0,,,
8/5/2020,0,,,
8/6/2020,0,,,
8/7/2020,0,,,
8/8/2020,0,,,
8/9/2020,0,,,
8/10/2020,0,,,
8/11/2020,0,,,
8/12/2020,0,,,
8/13/2020,0,,,
8/14/2020,0,,,
8/15/2020,0,,,
8/16/2020,0,,,
