ID,Number,Stream,Sample_Name,Site_Code,Date,Time,BOTTLE_NOTES,SAMPLE_TTYPE,Temp,Chla,Turbidity,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,LAB_NOTES,POINT_X,POINT_Y
FCW 100,100,Hourglass Reservoir Outflow,Hourglass Reservoir Outflow,HORO,8/21/2020,NA,No TSS,NORM,NA,NA,NA,2.78,0.23,6.69,238.75,24.95,1.1,0.02,0.42,0.77,3.52,0.04,0.24,0.11,0,0.89,NA,-105.6309523,40.58287424
FCW 161,161,Long Draw Reservoir,LNGR_102020,LNGR,10/20/2020,NA,No TSS,NORM,NA,NA,NA,2.39,0.34,6.9,203.46,27.52,1.01,0.02,0.59,1.19,1.94,0.22,0.14,0.09,0,1.98,NA,-105.7725203,40.50086976
FCW 162,162,Peterson Reservoir,PTRR_102020,PTRR,10/20/2020,NA,No TSS,NORM,NA,NA,NA,9.37,0.48,6.92,268.85,40.12,1.35,0.01,1.07,0.47,4.06,0.02,0.29,0.16,0,7.34,NA,-105.793993,40.55935863
FCW 164,164,Barnes Meadow Reservoir Outflow,BMD_102020,BMR,10/20/2020,NA,No TSS,NORM,NA,NA,NA,9.61,0.5,7.33,375.6,42.43,1.93,0.02,1.04,0.66,5.65,0.05,0.66,0.11,0,1.75,NA,-105.8369518,40.6006939
FCW 214,214,Chambers Lake Outflow,Chambers Lake Outflow,CHR,11/16/2020,10:30:00,No TSS,NORM,NA,NA,NA,2.69,0.25,7.55,445.98,50.64,2,0.02,0.87,1.36,5.56,0.07,0.4,0.08,0,2.73,NA,-105.8375231,40.6005806
FCW 240,240,Barnes Meadow Reservoir Outflow,BMD_040721,BMR,4/7/2021,NA,No TSS,NORM,NA,NA,6,10.2,0.4,7.65,397.12,49.91,2.1,0.12,1.06,0.69,5.42,0.03,0.61,0.15,0,2.07,NA,-105.8369518,40.6006939
FCW 241,241,Barnes Meadow Reservoir Outflow,BMD_041221,BMD,4/12/2021,9:04:00,No TSS,NORM,NA,NA,NA,8.83,0.56,7,444.24,51.48,2.12,0.08,1.01,0.63,5.68,0.04,0.7,0.08,0,1.85,NA,-105.8363862,40.60059258
FCW 250,250,Chambers Lake Inflow,CBRI_041321,CBRI,4/13/2021,9:07:00,NA,NORM,1,NA,1.8,3.18,0.3,7.3,460.9,54.26,1.96,0.01,0.85,1.22,5.94,0.08,0.54,0.09,0,1.95,NA,-105.8572669,40.57794629
FCW 250,250,Chambers Lake Inflow,CBRI_041321,CBRI,4/13/2021,9:07:00,NA,NORM,1,NA,1.8,3.18,0.3,7.3,460.9,54.26,1.96,0.01,0.85,1.22,5.94,0.08,0.54,0.09,0,1.95,NA,-105.8572669,40.57794629
FCW 261,261,Chambers Lake Inflow,CBRI_041921,CBRI,4/19/2021,9:11:00,NA,NORM,0,NA,2,2.61,0.24,7.32,443.42,55.19,2.01,0.01,0.84,1.18,5.98,0.06,0.59,0.1,0,1.93,NA,-105.8572669,40.57794629
FCW 261,261,Chambers Lake Inflow,CBRI_041921,CBRI,4/19/2021,9:11:00,NA,NORM,0,NA,2,2.61,0.24,7.32,443.42,55.19,2.01,0.01,0.84,1.18,5.98,0.06,0.59,0.1,0,1.93,NA,-105.8572669,40.57794629
FCW 262,262,Barnes Meadow Reservoir Outflow,BMD_041921,BMR,4/19/2021,9:29:00,NA,NORM,2,NA,12,9.67,0.77,7.48,369.75,43.28,2.13,0.09,0.96,0.65,5.42,0.04,0.68,0.09,0,2.01,NA,-105.8369518,40.6006939
FCW 263,263,Chambers Lake Outflow,CHR_041921,CHR,4/19/2021,9:38:00,NA,NORM,1,NA,2.4,2.94,0.36,7.28,509.69,60.2,2.13,0.01,0.92,1.32,6.48,0.06,0.85,0.05,0,2.54,NA,-105.8375231,40.6005806
FCW 281,281,Chambers Lake Inflow,CBRI_042621,CBRI,4/26/2021,9:45:00,NA,NORM,1,NA,2,2.76,0.31,7.13,450.52,50.11,1.99,0.01,0.92,1.24,5.94,0.06,0.64,0.07,0,1.92,NA,-105.8572669,40.57794629
FCW 281,281,Chambers Lake Inflow,CBRI_042621,CBRI,4/26/2021,9:45:00,NA,NORM,1,NA,2,2.76,0.31,7.13,450.52,50.11,1.99,0.01,0.92,1.24,5.94,0.06,0.64,0.07,0,1.92,NA,-105.8572669,40.57794629
FCW 282,282,Chambers Lake Outflow,CHD_042621,CHD,4/26/2021,10:24:00,NA,NORM,2,NA,1.5,3.03,0.36,6.99,505.86,56.8,2.55,0.02,0.97,1.36,6.74,0.06,0.75,0.04,0,2.5,NA,-105.8427182,40.60232576
FCW 283,283,Barnes Meadow Reservoir Outflow,BMD_042621,BMD,4/26/2021,10:46:00,NA,NORM,3.4,NA,15,10.51,1,7.14,444.5,51.04,3.15,0.09,0.91,0.78,5.66,0.03,0.76,0.11,0,1.95,NA,-105.8363862,40.60059258
FCW 321,321,Chambers Lake Inflow,CBRI_050321,CBRI,5/3/2021,9:37:00,Water temperature error.,NORM,-6,NA,1.6,5.23,0.52,7.36,112.21,49.14,1.84,0.01,0.85,1.01,4.85,0.06,0.59,0.8,0,13.72,NA,-105.8572669,40.57794629
FCW 321,321,Chambers Lake Inflow,CBRI_050321,CBRI,5/3/2021,9:37:00,Water temperature error.,NORM,-6,NA,1.6,5.23,0.52,7.36,112.21,49.14,1.84,0.01,0.85,1.01,4.85,0.06,0.59,0.8,0,13.72,NA,-105.8572669,40.57794629
FCW 322,322,Chambers Lake Outflow,CHD_050321,CHD,5/3/2021,10:00:00,Water temperature error.,NORM,-5,NA,1,2.96,0.28,7.1,470.21,64.36,2.33,0.02,0.84,1.34,6.04,0.07,0.99,0.26,0,8.42,NA,-105.8427182,40.60232576
FCW 323,323,Barnes Meadow Reservoir Outflow,BMD_050321,BMD,5/3/2021,10:20:00,Water temperature error.,NORM,-3,NA,9,10.05,0.73,7.01,142.61,56.42,3.06,0.08,0.92,0.76,5.44,0.06,1.38,0.12,0,14.54,NA,-105.8363862,40.60059258
FCW 345,345,Chambers Lake Inflow,CBRI_051021,CBRI,5/10/2021,9:30:00,NA,NORM,NA,NA,1.75,4.2,0.39,7.16,469.68,65.04,1.46,0.01,0.83,1.06,6.19,0.06,2.15,0.74,0.1,11.22,NA,-105.8572669,40.57794629
FCW 345,345,Chambers Lake Inflow,CBRI_051021,CBRI,5/10/2021,9:30:00,NA,NORM,NA,NA,1.75,4.2,0.39,7.16,469.68,65.04,1.46,0.01,0.83,1.06,6.19,0.06,2.15,0.74,0.1,11.22,NA,-105.8572669,40.57794629
FCW 346,346,Chambers Lake Outflow,CHD_051021,CHD,5/10/2021,9:55:00,NA,NORM,1.6,NA,1.25,3.34,0.34,7.02,465.58,62.25,1.01,0.02,0.77,1.16,5.74,0.06,1.53,0.66,0.05,9.4,NA,-105.8427182,40.60232576
FCW 347,347,Barnes Meadow Reservoir Outflow,BMD_051021,BMD,5/10/2021,10:15:00,NA,NORM,2.86,NA,5.5,9.28,0.66,7.14,702.12,97.33,1.31,0.08,1.07,1.5,9.59,0.05,2.37,0.35,0.09,23.68,NA,-105.8363862,40.60059258
FCW 381,381,Chambers Lake Inflow,CBRI_051721,CBRI,5/17/2021,9:30:00,NA,NORM,NA,NA,0.8,4.82,0.46,7.44,445.48,65.93,1.5,0.01,1.03,1.51,7.82,0.05,1.49,0.8,0.31,11.04,NA,-105.8572669,40.57794629
FCW 381,381,Chambers Lake Inflow,CBRI_051721,CBRI,5/17/2021,9:30:00,NA,NORM,NA,NA,0.8,4.82,0.46,7.44,445.48,65.93,1.5,0.01,1.03,1.51,7.82,0.05,1.49,0.8,0.31,11.04,NA,-105.8572669,40.57794629
FCW 382,382,Chambers Lake Outflow,CHD_051721,CHD,5/17/2021,9:45:00,NA,NORM,NA,NA,3,4.2,0.36,7.46,484.32,64.08,1.47,0.03,0.93,1.29,6.07,0.05,1.66,0.51,0.27,8.52,NA,-105.8427182,40.60232576
FCW 383,383,Barnes Meadow Reservoir Outflow,BMD_051721,BMD,5/17/2021,10:00:00,NA,NORM,NA,NA,3.4,9.61,0.8,7.77,795.89,103.53,1.85,0.21,1.33,1.83,10.98,0.05,1.99,0.56,0.33,26.93,NA,-105.8363862,40.60059258
FCW 394,394,Chambers Lake Inflow,CBRI_052421,CBRI,5/24/2021,9:30:00,NA,NORM,NA,NA,1,5.06,0.4,7.17,422.3,77.79,2.06,0.02,1.2,2.35,9.21,0.09,1.83,0.79,0.43,12.89,NA,-105.8572669,40.57794629
FCW 394,394,Chambers Lake Inflow,CBRI_052421,CBRI,5/24/2021,9:30:00,NA,NORM,NA,NA,1,5.06,0.4,7.17,422.3,77.79,2.06,0.02,1.2,2.35,9.21,0.09,1.83,0.79,0.43,12.89,NA,-105.8572669,40.57794629
FCW 395,395,Chambers Lake Outflow,CHD_052421,CHD,5/24/2021,9:50:00,NA,NORM,2.42,NA,1.9,4.62,0.45,7.18,443.67,64.14,1.97,0.02,0.92,2.02,7.22,0.09,1.02,0.52,0.28,10.45,NA,-105.8427182,40.60232576
FCW 396,396,Barnes Meadow Reservoir Outflow,BMD_052421,BMD,5/24/2021,10:00:00,No TSS,NORM,3.585,NA,2.1,7.59,0.48,6.89,491.76,84.37,2.43,0.1,1.25,1.65,10.52,0.03,1.54,0.24,0,12.67,NA,-105.8363862,40.60059258
FCW 425,425,Chambers Lake Inflow,CBRI_060121,CBRI,6/1/2021,11:00:00,NA,NORM,NA,NA,2.5,5.32,0.47,7.24,380.57,47.78,1.84,0.02,0.89,1.1,6.25,0.04,0.75,0.45,0.01,5.36,NA,-105.8572669,40.57794629
FCW 425,425,Chambers Lake Inflow,CBRI_060121,CBRI,6/1/2021,11:00:00,NA,NORM,NA,NA,2.5,5.32,0.47,7.24,380.57,47.78,1.84,0.02,0.89,1.1,6.25,0.04,0.75,0.45,0.01,5.36,NA,-105.8572669,40.57794629
FCW 426,426,Chambers Lake Outflow,CHD_060121,CHD,6/1/2021,11:00:00,NA,NORM,NA,NA,2,4.03,0.36,7.17,436.78,64.81,1.71,0.03,0.98,1.43,7.03,0.04,1.01,0.37,0,6.71,NA,-105.8427182,40.60232576
FCW 427,427,Barnes Meadow Reservoir Outflow,BMD_060121,BMD,6/1/2021,11:10:00,NA,NORM,NA,NA,3.5,7.64,0.4,6.99,446.33,75.68,2.26,0.05,1.19,1.52,9.75,0.03,1.41,0.22,0,11.24,NA,-105.8363862,40.60059258
FCW 442,442,Long Draw Reservoir,LNGR_060221,LNGR,6/2/2021,9:56:00,NA,NORM,NA,0.27,NA,9.45,0.59,6.77,157.14,27.29,0.86,0.03,0.53,0.7,4.04,0.09,0.32,0.4,0,2.97,NA,-105.7725203,40.50086976
FCW 443,443,Long Draw Reservoir Outflow,LNGO_060221,LNGO,6/2/2021,10:30:00,NA,NORM,NA,0.04,NA,8.93,0.6,6.59,88.64,19.78,0.9,0.03,0.44,0.51,2.16,0.02,0.52,0.52,0,1.53,NA,-105.7709356,40.50367919
FCW 444,444,Peterson Reservoir,PTRR_060221,PTRR,6/2/2021,11:16:00,NA,NORM,NA,1.54,NA,7.02,0.65,6.82,169.77,41.8,1.49,0.11,1.35,0.82,4.97,0.03,0.88,0.32,0,7.85,NA,-105.793993,40.55935863
FCW 445,445,Joe Wright Reservoir Inflow,JOEI_060221,JOEI,6/2/2021,12:05:00,NA,NORM,NA,0.14,NA,4.37,0.36,6.99,275.59,32.21,1.22,0.02,0.4,1.16,4.2,0.02,1.02,0.02,0,1.35,NA,-105.8831594,40.5401245
FCW 446,446,Joe Wright Reservoir,JOER_060221,JOER,6/2/2021,12:25:00,NA,NORM,NA,0.37,NA,3.05,0.39,7.01,379.11,43.77,1.41,0.05,0.63,1.27,5.85,0.06,0.72,0.1,0,3.6,NA,-105.8749515,40.55593093
FCW 447,447,Chambers Lake Inflow,CBRI_060221,CBRI,6/2/2021,12:51:00,NA,NORM,NA,0.21,NA,4.23,0.46,7.12,321.42,46.12,2.06,0.02,0.58,0.95,6.37,0.06,0.48,0.38,0,3.01,NA,-105.8572669,40.57794629
FCW 447,447,Chambers Lake Inflow,CBRI_060221,CBRI,6/2/2021,12:51:00,NA,NORM,NA,0.21,NA,4.23,0.46,7.12,321.42,46.12,2.06,0.02,0.58,0.95,6.37,0.06,0.48,0.38,0,3.01,NA,-105.8572669,40.57794629
FCW 448,448,Barnes Meadow Reservoir Outflow,BMD_060221,BMD,6/2/2021,13:30:00,NA,NORM,NA,1.04,NA,7.38,0.55,7.17,355.03,69.65,2.33,0.06,1.24,1.51,9.55,0.03,1.41,0.16,0,11.59,NA,-105.8363862,40.60059258
FCW 449,449,Barnes Meadow Reservoir,BRNR_060221,BRNR,6/2/2021,13:53:00,NA,NORM,NA,1.45,NA,7.34,0.46,7.21,386.18,68.37,2.3,0.05,1.23,1.51,9.81,0.03,1.44,0.02,0,11.42,NA,-105.8333281,40.60085972
FCW 450,450,Chambers Lake Outflow,CHD_060221,CHD,6/2/2021,14:15:00,Sample taken directly upstream of Barnes Diversions.,NORM,NA,2.1,NA,3.73,0.45,7.23,378.79,58.52,1.69,0.02,1.01,1.43,7.21,0.04,0.92,0.28,0,6.65,NA,-105.8427182,40.60232576
FCW 451,451,Chambers Lake Outflow,CHD_060221,CHD,6/2/2021,14:15:00,Sample taken directly upstream of Barnes Diversions.,DUPLICATE,NA,2.01,NA,3.67,0.42,7.22,373.8,55.85,1.7,0.03,1,1.43,7.17,0.04,0.93,0.29,0,6.58,NA,-105.8427182,40.60232576
FCW 452,452,Chambers Lake,CBRR_060221,CBRR,6/2/2021,14:40:00,NA,NORM,NA,2.64,NA,3.9,0.42,7.2,349.32,54.44,1.71,0.04,1,1.38,7.13,0.04,0.91,0.19,0,6.47,NA,-105.8432594,40.60437763
FCW 453,453,Chambers Lake Inflow,CBRI_060721,CBRI,6/7/2021,11:25:00,NO TSS,NORM,NA,NA,5,3.99,0.36,6.81,304.73,44.7,1.42,0.05,0.62,1.49,5.85,0.06,0.64,0.35,0,3.39,NA,-105.8572669,40.57794629
FCW 453,453,Chambers Lake Inflow,CBRI_060721,CBRI,6/7/2021,11:25:00,NO TSS,NORM,NA,NA,5,3.99,0.36,6.81,304.73,44.7,1.42,0.05,0.62,1.49,5.85,0.06,0.64,0.35,0,3.39,NA,-105.8572669,40.57794629
FCW 454,454,Chambers Lake Outflow,CHD_060721,CHD,6/7/2021,11:45:00,NO TSS,NORM,NA,NA,3.75,3.88,0.46,6.93,375.91,51.22,1.68,0.08,0.94,1.24,6.28,0.04,0.91,0.25,0,5.84,NA,-105.8427182,40.60232576
FCW 455,455,Barnes Meadow Reservoir Outflow,BMD_060721,BMD,6/7/2021,11:55:00,NO TSS,NORM,NA,NA,4,7.42,0.54,6.86,395.63,75.49,2.28,0.06,1.17,1.45,10.19,0.03,1.44,0.1,0,11.39,NA,-105.8363862,40.60059258
FCW 481,481,Long Draw Reservoir,LNGR_060921,LNGR,6/9/2021,9:45:00,NA,NORM,4.9,0.48,4.1,5.28,0.53,6.69,175.94,30.63,0.8,0.02,0.48,0.71,4.62,0.11,0.55,0.53,0,3.1,NA,-105.7725203,40.50086976
FCW 482,482,Long Draw Reservoir Outflow,LNGO_060921,LNGO,6/9/2021,10:15:00,NA,NORM,5.8,0.64,3,4.32,0.53,6.82,218.84,33.55,0.81,0,0.48,0.76,4.79,0.09,0.34,0.52,0,3.5,NA,-105.7709356,40.50367919
FCW 483,483,Peterson Reservoir Outflow,PTRO_060921,PTRO,6/9/2021,11:00:00,NA,NORM,13.8,4.6,2.5,7.14,0.44,6.79,163.76,41.51,1.39,0.01,1.22,0.86,5.65,0.01,0.68,0.01,0,6.52,NA,-105.7928918,40.56063222
FCW 484,484,Peterson Reservoir,PTRR_060921,PTRR,6/9/2021,11:21:00,NA,NORM,15.7,4.79,3.4,7,0.48,6.8,178.19,39.37,1.37,0.01,1.19,0.77,5.05,0.03,0.67,0.01,0,6.61,NA,-105.793993,40.55935863
FCW 485,485,Joe Wright Reservoir Inflow,JOEI_060921,JOEI,6/9/2021,12:12:00,NA,NORM,9,0.18,3.9,4.38,0.33,6.96,269.76,32.2,1.07,0,0.49,1,4.33,0.06,0.26,0.18,0,1.98,NA,-105.8831594,40.5401245
FCW 486,486,Joe Wright Reservoir,JOER_060921,JOER,6/9/2021,12:54:00,NA,NORM,6.4,0.47,3,3.61,0.34,6.97,371.16,45.22,1.41,0,0.59,1.26,5.83,0.03,0.53,0.04,0,3.22,NA,-105.8749515,40.55593093
FCW 487,487,Chambers Lake Inflow,CBRI_060921,CBRI,6/9/2021,13:31:00,NA,NORM,7.5,0.36,3.6,3.97,0.43,6.97,296.85,39.22,1.34,0.03,0.64,0.95,5.14,0.05,0.41,0.14,0,2.66,NA,-105.8572669,40.57794629
FCW 487,487,Chambers Lake Inflow,CBRI_060921,CBRI,6/9/2021,13:31:00,NA,NORM,7.5,0.36,3.6,3.97,0.43,6.97,296.85,39.22,1.34,0.03,0.64,0.95,5.14,0.05,0.41,0.14,0,2.66,NA,-105.8572669,40.57794629
FCW 488,488,Barnes Meadow Reservoir Outflow,BMD_060921,BMD,6/9/2021,13:52:00,NA,NORM,NA,2.17,6.4,7.43,0.68,6.91,429.3,75.84,2.22,0.17,1.15,1.46,9.08,0.03,1.27,0.06,0,10.25,NA,-105.8363862,40.60059258
FCW 489,489,Barnes Meadow Reservoir,BRNR_060921,BRNR,6/9/2021,14:22:00,NA,NORM,NA,1.83,3,7.39,0.5,7.09,426.01,68.78,2.22,0.02,1.17,1.53,9.51,0.02,1.28,0.03,0,10.33,NA,-105.8333281,40.60085972
FCW 490,490,Chambers Lake,CBRR_060921,CBRR,6/9/2021,15:00:00,NA,NORM,NA,1.18,3.1,4.18,0.74,7.03,351.74,51.85,1.45,0.02,0.86,1.3,6.59,0.02,0.69,0.01,0,4.98,NA,-105.8432594,40.60437763
FCW 491,491,Chambers Lake Outflow,CHD_060921,CHD,6/9/2021,15:15:00,NA,NORM,NA,1.54,3.5,4.08,0.46,7.02,332.64,47.93,1.46,0.01,0.84,1.17,6.12,0.03,0.77,0.3,0,4.7,NA,-105.8427182,40.60232576
FCW 492,492,Chambers Lake Outflow,CHD_060921,CHD,6/9/2021,15:15:00,NA,DUPLICATE,NA,1.56,3.8,4.03,0.44,7.01,350.57,49.31,1.47,0.01,0.83,1.18,6.25,0.03,0.64,0.29,0,4.7,NA,-105.8427182,40.60232576
FCW 509,509,Long Draw Reservoir,LNGR_061621,LNGR,6/16/2021,9:40:00,NA,NORM,NA,0.47,NA,4.41,0.54,6.59,202.93,32.63,0.84,0.03,0.5,0.78,4.84,0.21,0.23,0.57,0,3.95,NA,-105.7725203,40.50086976
FCW 510,510,Long Draw Reservoir Outflow,LNGO_061621,LNGO,6/16/2021,10:15:00,NA,NORM,NA,0.72,3.3,4.35,0.5,6.6,194,31.76,0.75,0.03,0.46,0.71,4.41,0.17,0.19,0.56,0,3.69,NA,-105.7709356,40.50367919
FCW 511,511,Peterson Reservoir Outflow,PTRO_061621,PTRO,6/16/2021,11:14:00,NA,NORM,NA,2.6,3,7.69,0.48,6.72,163.9,40.78,1.41,0.06,1.27,0.75,4.93,0.02,0.78,0.01,0,6.85,NA,-105.7928918,40.56063222
FCW 512,512,Peterson Reservoir,PTRR_061621,PTRR,6/16/2021,11:33:00,NA,NORM,NA,4.11,3,8,0.55,6.68,164.27,41.22,1.44,0.09,1.28,0.81,5.01,0.03,0.8,0.01,0,6.89,NA,-105.793993,40.55935863
FCW 513,513,Joe Wright Reservoir Inflow,JOEI_061621,JOEI,6/16/2021,12:27:00,NA,NORM,NA,0.27,2.5,4.02,0.31,6.82,299.66,40.87,1.21,0.02,0.5,1.18,5.05,0.1,0.32,0.12,0,3.46,NA,-105.8831594,40.5401245
FCW 514,514,Joe Wright Reservoir Inflow,JOEI_061621,JOEI,6/16/2021,12:27:00,NA,DUPLICATE,NA,0.25,2.5,4.03,0.27,6.78,304.41,42.31,1.23,0.01,0.5,1.14,5.04,0.11,0.33,0.12,0,3.54,NA,-105.8831594,40.5401245
FCW 515,515,Joe Wright Reservoir,JOER_0616621,JOER,6/16/2021,13:15:00,NA,NORM,NA,0.63,2.5,3.76,0.32,6.74,339.54,43.21,1.33,0.03,0.61,1.21,5.49,0.07,0.58,0.05,0,3.23,NA,-105.8749515,40.55593093
